ID_INSTALACAO,LATITUDE,LONGITUDE,ETAPA,UL,TEMPO,TIPO
313028,-2.5406,-45.1238912,17,PH17B003,34,U
313029,-2.5406455,-45.124,17,PH17B003,70,U
313030,-2.5405219,-45.123941,17,PH17B003,37,U
313031,-2.5405570867,-45.12403891,17,PH17B003,26,U
313449,-2.5401258067,-45.12325603,17,PH17B003,41,U
313446,-2.5404157,-45.1239473,17,PH17B003,22,U
313447,-2.5404528467,-45.1240299567,17,PH17B003,42,U
313448,-2.5401607,-45.1233687,17,PH17B003,67,U
313450,-2.5402856,-45.1232955,17,PH17B003,41,U
313451,-2.540209,-45.1232046,17,PH17B003,27,U
313452,-2.5403425,-45.1232924,17,PH17B003,56,U
313453,-2.5402785,-45.1231782,17,PH17B003,130,U
313454,-2.5404243,-45.1232611,17,PH17B003,48,U
313455,-2.5404845,-45.1228569,17,PH17B003,44,U
313456,-2.5406229,-45.1231002,17,PH17B003,29,U
313457,-2.5407409,-45.1229727,17,PH17B003,83,U
313458,-2.5408172,-45.1229349,17,PH17B003,28,U
313459,-2.5408404682,-45.1230280903,17,PH17B003,41,U
313460,-2.5415187,-45.1226108,17,PH17B003,27,U
313461,-2.5411207533,-45.1226861233,17,PH17B003,81,U
313462,-2.54141,-45.1227677,17,PH17B003,27,U
313463,-2.5416208,-45.122556,17,PH17B003,18,U
313464,-2.5414864,-45.1220396,17,PH17B003,44,U
313465,-2.5411634,-45.1221675,17,PH17B003,65,U
313466,-2.540522,-45.1224649,17,PH17B003,64,U
313467,-2.540453,-45.1224712,17,PH17B003,17,U
313468,-2.5400216784,-45.1226708293,17,PH17B003,30,U
313469,-2.5403497,-45.1225358,17,PH17B003,48,U
313470,-2.5403516321,-45.1229289081,17,PH17B003,41,U
313471,-2.54060583,-45.123578655,17,PH17B003,23,U
313472,-2.5407431,-45.1235555,17,PH17B003,35,U
280784,-2.7649998,-45.2838658,30,PH30B001,36,R
280785,-2.7655197,-45.2822869,30,PH30B001,45,R
280782,-2.7648199,-45.2837203,30,PH30B001,15,R
280783,-2.7647713,-45.2836827,30,PH30B001,22,R
280371,-2.7642687,-45.2831806,30,PH30B001,32,R
280372,-2.7646843,-45.2835911,30,PH30B001,26,R
280786,-2.7656558,-45.282103,30,PH30B001,7,R
280787,-2.7655399,-45.2818513,30,PH30B001,97,R
280788,-2.7629468,-45.2826323,30,PH30B001,22,R
280789,-2.7655271,-45.2817223,30,PH30B001,41,R
310173,-2.7379398,-45.2729993,30,PH30B001,41,R
310170,-2.734261,-45.2717329,30,PH30B001,98,R
310171,-2.7360277,-45.272087,30,PH30B001,56,R
310172,-2.736968,-45.2723872,30,PH30B001,61,R
310174,-2.7381882,-45.2730828,30,PH30B001,17,R
310175,-2.7442516633,-45.27515089,30,PH30B001,65,R
310176,-2.7449808,-45.2750674,30,PH30B001,81,R
1003338,-2.7643656,-45.2821797,30,PH30B001,128,R
1003340,-2.7637365,-45.2832814,30,PH30B001,73,R
1003336,-2.760344,-45.2807905,30,PH30B001,220,R
1003337,-2.7620135,-45.2813576,30,PH30B001,93,R
1110086,-2.7402878,-45.2738068,30,PH30B001,40,R
1124884,-2.7723168,-45.2577474,30,PH30B001,36,R
1124888,-2.7719771,-45.2563412,30,PH30B001,44,R
1124872,-2.7707658,-45.2699591,30,PH30B001,52,R
1124873,-2.7723115,-45.2586891,30,PH30B001,173,R
1124876,-2.7722789,-45.258614,30,PH30B001,38,R
1086061,-2.7646609,-45.2822662,30,PH30B001,18,R
1124886,-2.7723007,-45.2567392,30,PH30B001,53,R
1124890,-2.7720853,-45.2560026,30,PH30B001,40,R
1165529,-2.750916,-45.2774473,30,PH30B001,28,R
1165525,-2.750346,-45.2772523,30,PH30B001,27,R
1165527,-2.7504957,-45.2773123,30,PH30B001,39,R
1125262,-2.7711907,-45.2729666,30,PH30B001,60,R
1125264,-2.7723985,-45.2581294,30,PH30B001,34,R
1129144,-2.7652661867,-45.2826439067,30,PH30B001,24,R
1162221,-2.7530112,-45.2782039,30,PH30B001,58,R
1162222,-2.7532671,-45.2782872,30,PH30B001,57,R
1162223,-2.7569200467,-45.2809761867,30,PH30B001,114,R
1165119,-2.7500742,-45.2771746,30,PH30B001,24,R
1167631,-2.7647068,-45.2829251,30,PH30B001,28,R
1167632,-2.7646012,-45.2829771,30,PH30B001,39,R
1167629,-2.7646639,-45.2828914,30,PH30B001,21,R
1167630,-2.7646644,-45.2828883,30,PH30B001,49,R
1167633,-2.764494195,-45.283066935,30,PH30B001,29,R
1167634,-2.764161,-45.2836162,30,PH30B001,37,R
1167636,-2.7640921,-45.2837097,30,PH30B001,35,R
1168054,-2.7636268,-45.28423,30,PH30B001,19,R
1168053,-2.7636834,-45.2841332,30,PH30B001,27,R
1168049,-2.7640295,-45.2837815,30,PH30B001,53,R
1168050,-2.7639614,-45.283876,30,PH30B001,23,R
1168051,-2.7637332,-45.2840735,30,PH30B001,70,R
1168048,-2.7640278,-45.2837023,30,PH30B001,16,R
1168055,-2.7635959,-45.2842816,30,PH30B001,23,R
1168056,-2.7625180433,-45.2874826433,30,PH30B001,758,R
1169867,-2.7641595,-45.2842204,30,PH30B001,34,R
1169868,-2.7642396,-45.284173,30,PH30B001,21,R
1169865,-2.7638677,-45.2839942,30,PH30B001,102,R
1169866,-2.7641074,-45.2841791,30,PH30B001,14,R
1169869,-2.7643356,-45.2842771,30,PH30B001,17,R
1169870,-2.7642964,-45.2843375,30,PH30B001,48,R
1169871,-2.7644738,-45.284484,30,PH30B001,22,R
1169872,-2.7646035,-45.2844526,30,PH30B001,48,R
1169874,-2.7648179,-45.2846774,30,PH30B001,12,R
1169875,-2.7648406,-45.2848008,30,PH30B001,24,R
1169876,-2.7649285,-45.2848652,30,PH30B001,41,R
1169879,-2.7651387,-45.2849388,30,PH30B001,52,R
1169880,-2.7651324,-45.2849441,30,PH30B001,27,R
1169882,-2.765237,-45.284716,30,PH30B001,34,R
1169883,-2.7652724,-45.2846228,30,PH30B001,15,R
1169884,-2.7651989214,-45.284580815,30,PH30B001,44,R
1169887,-2.7652744,-45.2846099,30,PH30B001,27,R
1169889,-2.7653107,-45.2845454,30,PH30B001,51,R
1169891,-2.7653062,-45.2843673,30,PH30B001,12,R
1172584,-2.7660391,-45.2842217,30,PH30B001,25,R
1172577,-2.7645889,-45.2846102,30,PH30B001,18,R
1172581,-2.7654149,-45.2840839,30,PH30B001,28,R
1172582,-2.7659286,-45.2841166,30,PH30B001,64,R
1172586,-2.7661581,-45.2842497,30,PH30B001,17,R
1172587,-2.7664747,-45.2844939,30,PH30B001,26,R
1172591,-2.7664945,-45.2847689,30,PH30B001,35,R
1207497,-2.7541759,-45.2774736,30,PH30B001,244,R
313406,-2.5163672,-45.0867594,15,PH15B005,25,U
1170305,-2.765332,-45.2840263,30,PH30B001,22,R
1170306,-2.7652679,-45.2840182,30,PH30B001,28,R
1173003,-2.766534,-45.2850292,30,PH30B001,42,R
1173006,-2.766552,-45.2851754,30,PH30B001,18,R
1173010,-2.7668761,-45.2877976,30,PH30B001,237,R
1173028,-2.7654772,-45.2840835,30,PH30B001,19,R
1173029,-2.7662254,-45.2842149,30,PH30B001,198,R
1178523,-2.7646601,-45.2822693,30,PH30B001,117,R
1241243,-2.7473538,-45.2759596,30,PH30B001,49,R
1490119,-2.7615229,-45.2811853,30,PH30B001,28,R
1490540,-2.7634049,-45.2831816,30,PH30B001,6,R
1645662,-2.76357472,-45.28021536,30,PH30B001,75,R
1649720,-2.7663991,-45.2844856,30,PH30B001,35,R
1684552,-2.7487337,-45.2766938,30,PH30B001,50,R
312121,-2.5149984,-45.0870019,15,PH15B005,32,U
312122,-2.5149647,-45.0870476,15,PH15B005,22,U
312123,-2.5149304,-45.0871142,15,PH15B005,27,U
312124,-2.5148879,-45.0871694,15,PH15B005,41,U
312125,-2.514825,-45.087227,15,PH15B005,27,U
312126,-2.5147935,-45.0871694,15,PH15B005,63,U
312127,-2.5147796,-45.0871893,15,PH15B005,29,U
312128,-2.5147881,-45.0872941,15,PH15B005,31,U
312129,-2.5147181,-45.0872725,15,PH15B005,30,U
312973,-2.5151596,-45.0861073,15,PH15B005,61,U
312974,-2.5152186,-45.086141,15,PH15B005,83,U
312975,-2.5153774,-45.0861735,15,PH15B005,36,U
312976,-2.5154916,-45.0863342,15,PH15B005,73,U
312977,-2.515688,-45.0864259,15,PH15B005,50,U
313390,-2.5157814,-45.0863922,15,PH15B005,26,U
313391,-2.5157715,-45.0864822,15,PH15B005,71,U
313392,-2.5158766,-45.0864547,15,PH15B005,52,U
313393,-2.515933,-45.0863789,15,PH15B005,64,U
313394,-2.5159713,-45.0865071,15,PH15B005,26,U
313395,-2.5159652,-45.0865826,15,PH15B005,61,U
313396,-2.5160631,-45.0866516,15,PH15B005,25,U
313397,-2.5160952,-45.0865866,15,PH15B005,24,U
313398,-2.5161344,-45.0866182,15,PH15B005,27,U
313399,-2.516125,-45.0866987,15,PH15B005,19,U
313400,-2.5161426,-45.0866958,15,PH15B005,25,U
313401,-2.5161824,-45.0866548,15,PH15B005,27,U
313402,-2.5162091,-45.0866665,15,PH15B005,27,U
313403,-2.5161854,-45.0867383,15,PH15B005,41,U
313404,-2.5162433,-45.0866802,15,PH15B005,71,U
313405,-2.5162338,-45.0867695,15,PH15B005,41,U
313407,-2.5163166,-45.086862,15,PH15B005,38,U
313408,-2.5163754,-45.08686,15,PH15B005,63,U
313409,-2.5157837,-45.0879102,15,PH15B005,19,U
313410,-2.5157694,-45.0879163,15,PH15B005,45,U
313411,-2.5158205,-45.0878548,15,PH15B005,23,U
313412,-2.5158582,-45.0878174,15,PH15B005,28,U
313413,-2.5159362,-45.0876944,15,PH15B005,24,U
313414,-2.5159239,-45.087594,15,PH15B005,48,U
313415,-2.5159548,-45.0875445,15,PH15B005,59,U
313416,-2.5159885,-45.0874946,15,PH15B005,37,U
313417,-2.5160531,-45.0875581,15,PH15B005,27,U
313418,-2.5160547,-45.0875486,15,PH15B005,31,U
313831,-2.5160058,-45.0874818,15,PH15B005,25,U
313832,-2.516121,-45.0874728,15,PH15B005,28,U
313833,-2.5160831,-45.087359,15,PH15B005,30,U
313850,-2.5166552,-45.0866125,15,PH15B005,24,U
1173438,-2.7663699,-45.2843858,30,PH30B001,52,R
1247409,-2.7587334,-45.2802149,30,PH30B001,16,R
1322679,-2.7658224,-45.2823993,30,PH30B001,19,R
1366497,-2.7657139,-45.2827984,30,PH30B001,41,R
1385224,-2.7620244,-45.2813586,30,PH30B001,26,R
1402035,-2.765266505,-45.28223693,30,PH30B001,51,R
1403801,-2.7645859,-45.2807352,30,PH30B001,19,R
1429347,-2.7651697,-45.282555,30,PH30B001,230,R
1429991,-2.7650985,-45.2839237,30,PH30B001,24,R
1440671,-2.7628109,-45.2816453,30,PH30B001,90,R
1449465,-2.7660286,-45.2824736,30,PH30B001,54,R
1451031,-2.7653383,-45.2839428,30,PH30B001,250,R
1451454,-2.7648572,-45.2820685,30,PH30B001,27,R
1467113,-2.7391281,-45.2733768,30,PH30B001,17,R
1467476,-2.7609008,-45.2809692,30,PH30B001,50,R
1468689,-2.7634143,-45.2832783,30,PH30B001,36,R
1469123,-2.7628091,-45.2830961,30,PH30B001,22,R
1469628,-2.7590789,-45.2803268,30,PH30B001,15,R
1469981,-2.762848,-45.2829493,30,PH30B001,15,R
1470299,-2.7634131,-45.2831866,30,PH30B001,31,R
1472247,-2.7628013,-45.2830769,30,PH30B001,32,R
1477821,-2.7480399,-45.2764117,30,PH30B001,76,R
1484639,-2.7630332,-45.2823674,30,PH30B001,48,R
1487481,-2.762904,-45.2824003,30,PH30B001,22,R
1487875,-2.7637027,-45.2831995,30,PH30B001,26,R
1487906,-2.7629088,-45.2823948,30,PH30B001,43,R
1488608,-2.7608961,-45.2809659,30,PH30B001,21,R
1489048,-2.7630425,-45.2821399,30,PH30B001,26,R
1490860,-2.7464183,-45.2756115,30,PH30B001,99,R
1491287,-2.7460446,-45.2754777,30,PH30B001,28,R
1492174,-2.7413209,-45.2739766,30,PH30B001,384,R
1492243,-2.7460482,-45.2754879,30,PH30B001,23,R
1492522,-2.7615159,-45.2811884,30,PH30B001,16,R
1492535,-2.7635316,-45.2815925,30,PH30B001,46,R
1508653,-2.7608496,-45.280952,30,PH30B001,36,R
1510470,-2.7640505,-45.2818049,30,PH30B001,28,R
1510721,-2.737853,-45.2729212,30,PH30B001,38,R
1511284,-2.7628513,-45.283124,30,PH30B001,17,R
1511711,-2.7482882726,-45.2762868089,30,PH30B001,31,R
1512264,-2.7646594,-45.2834331,30,PH30B001,28,R
1512536,-2.737895,-45.2727544,30,PH30B001,52,R
1512951,-2.7371391,-45.2726877,30,PH30B001,45,R
1512958,-2.7376903,-45.2728648,30,PH30B001,54,R
1514283,-2.7628643,-45.2829301,30,PH30B001,14,R
1514396,-2.764049,-45.2832583,30,PH30B001,25,R
1514923,-2.7644998,-45.2834078,30,PH30B001,31,R
1531527,-2.763522355,-45.28160451,30,PH30B001,22,R
1594832,-2.764643,-45.284671,30,PH30B001,32,R
1606308,-2.76989098,-45.30316254,30,PH30B001,145,R
1606578,-2.76503622,-45.28509059,30,PH30B001,29,R
1609119,-2.7638869,-45.2820209,30,PH30B001,37,R
1611344,-2.7617717,-45.2812634,30,PH30B001,40,R
1611770,-2.7636975,-45.2842331,30,PH30B001,57,R
1619597,-2.765763,-45.2824421,30,PH30B001,44,R
1620121,-2.7662393,-45.2828853,30,PH30B001,59,R
1622817,-2.763815,-45.2839604,30,PH30B001,30,R
1625064,-2.7640144,-45.2820568,30,PH30B001,22,R
1632622,-2.770116,-45.2995266,30,PH30B001,317,R
1646862,-2.76291482,-45.280854945,30,PH30B001,9,R
1648870,-2.7648159,-45.2846684,30,PH30B001,27,R
1651141,-2.7658885533,-45.28276779,30,PH30B001,27,R
1651564,-2.763848,-45.2839194,30,PH30B001,50,R
1651999,-2.7643062,-45.284351,30,PH30B001,38,R
1652423,-2.766432,-45.284819,30,PH30B001,215,R
1652432,-2.7651848,-45.2846069,30,PH30B001,14,R
1653809,-2.7642579,-45.2843026,30,PH30B001,61,R
1654485,-2.7466974,-45.2756968,30,PH30B001,41,R
1666548,-2.7394996,-45.2735257,30,PH30B001,62,R
1673856,-2.7394118,-45.2735029,30,PH30B001,57,R
313834,-2.5160895,-45.0873242,15,PH15B005,27,U
313835,-2.5161527,-45.0873808,15,PH15B005,27,U
313836,-2.5161974,-45.0873289,15,PH15B005,109,U
313837,-2.5161333,-45.0872327,15,PH15B005,68,U
313838,-2.5162764,-45.0872138,15,PH15B005,36,U
313839,-2.5162422,-45.08715,15,PH15B005,32,U
313840,-2.5163032,-45.0871819,15,PH15B005,50,U
313841,-2.5163461,-45.087132,15,PH15B005,69,U
313842,-2.5163992,-45.0870761,15,PH15B005,23,U
313843,-2.5164228,-45.0870623,15,PH15B005,31,U
313844,-2.5164557,-45.0870138,15,PH15B005,27,U
313845,-2.5165441,-45.0869256,15,PH15B005,83,U
313846,-2.5166422,-45.0869861,15,PH15B005,113,U
313847,-2.5165222,-45.0867902,15,PH15B005,95,U
313848,-2.5165892,-45.086696,15,PH15B005,28,U
313849,-2.5166168,-45.086651,15,PH15B005,29,U
313851,-2.5158222,-45.0858194,15,PH15B005,159,U
313852,-2.5157535,-45.0857893,15,PH15B005,35,U
313853,-2.5157613,-45.0859064,15,PH15B005,30,U
313854,-2.515754,-45.0859134,15,PH15B005,90,U
313855,-2.5157175,-45.0858339,15,PH15B005,22,U
313856,-2.5156988,-45.0858757,15,PH15B005,27,U
313857,-2.515721,-45.0859543,15,PH15B005,23,U
313858,-2.5155993,-45.0860101,15,PH15B005,56,U
313859,-2.5156888,-45.0860058,15,PH15B005,67,U
314278,-2.5153757,-45.0864686,15,PH15B005,42,U
314275,-2.5156438,-45.0860595,15,PH15B005,28,U
314276,-2.5155767,-45.0861591,15,PH15B005,26,U
314277,-2.515378615,-45.086328525,15,PH15B005,84,U
314279,-2.5155686,-45.0861784,15,PH15B005,94,U
315115,-2.5167718,-45.086307,15,PH15B005,17,U
315116,-2.5166425094,-45.0862062912,15,PH15B005,42,U
315113,-2.51710956,-45.08641135,15,PH15B005,60,U
315114,-2.5168373,-45.0863671,15,PH15B005,75,U
315117,-2.516632,-45.0862019,15,PH15B005,30,U
315118,-2.5165423,-45.0861164,15,PH15B005,23,U
315119,-2.5164999,-45.0860799,15,PH15B005,37,U
315120,-2.5164188,-45.0860127,15,PH15B005,23,U
315121,-2.5163978,-45.0859991,15,PH15B005,21,U
315122,-2.5163638,-45.0859657,15,PH15B005,26,U
315123,-2.5163344,-45.0859507,15,PH15B005,71,U
315124,-2.5162396,-45.0858804,15,PH15B005,26,U
315125,-2.5162161,-45.0858704,15,PH15B005,24,U
315126,-2.5161648,-45.0858284,15,PH15B005,15,U
315127,-2.5161136,-45.0857788,15,PH15B005,124,U
315128,-2.515884,-45.0855931,15,PH15B005,53,U
315129,-2.5157584,-45.0854927,15,PH15B005,35,U
315130,-2.5157128,-45.0854479,15,PH15B005,26,U
315131,-2.5157001,-45.0854285,15,PH15B005,23,U
315132,-2.5156667,-45.0854024,15,PH15B005,24,U
315133,-2.5154019,-45.0851871,15,PH15B005,28,U
315555,-2.5149936,-45.0853004,15,PH15B005,95,U
315551,-2.5153417,-45.0851307,15,PH15B005,57,U
315553,-2.5150992,-45.0850324,15,PH15B005,246,U
315554,-2.5150562,-45.0850994,15,PH15B005,37,U
315556,-2.5149676,-45.0853791,15,PH15B005,37,U
315557,-2.5149032,-45.0855628,15,PH15B005,31,U
315558,-2.5148817,-45.0856312,15,PH15B005,139,U
315559,-2.5148688,-45.0856788,15,PH15B005,46,U
315560,-2.5148312,-45.0857809,15,PH15B005,30,U
315561,-2.5147586,-45.0860927,15,PH15B005,26,U
315562,-2.5151473,-45.0860329,15,PH15B005,37,U
1045355,-2.5150422,-45.0860443,15,PH15B005,115,U
1047135,-2.5157495,-45.0863832,15,PH15B005,22,U
1438393,-2.5166402238,-45.0861424613,15,PH15B005,45,U
1512564,-2.5146875,-45.0858152,15,PH15B005,279,U
1744060,-2.5151845,-45.0860526,15,PH15B005,34,U
2132572,-2.5161437,-45.0858243,15,PH15B005,36,U
2258294,-2.5162659733,-45.0866985367,15,PH15B005,24,U
2416535,-2.51481468,-45.08722802,15,PH15B005,25,U
2469903,-2.51537279,-45.08612608,15,PH15B005,50,U
2470373,-2.51305821,-45.0851862,15,PH15B005,55,U
2470374,-2.5131257,-45.08536838,15,PH15B005,64,U
2470376,-2.51300305,-45.08543867,15,PH15B005,73,U
2484491,-2.5154595953,-45.0851465077,15,PH15B005,52,U
1096934,-2.5145733,-45.0874854,15,PH15B005,17,U
1147836,-2.5159395,-45.0876695,15,PH15B005,21,U
1174948,-2.5160639,-45.0866581,15,PH15B005,35,U
1237958,-2.5167969,-45.0863335,15,PH15B005,22,U
1324325,-2.5150183,-45.0867926,15,PH15B005,44,U
1404028,-2.5146035,-45.0875413,15,PH15B005,25,U
1469020,-2.5153825,-45.0884226,15,PH15B005,26,U
1470410,-2.5154235,-45.0883553,15,PH15B005,24,U
1512145,-2.5158219,-45.0856862,15,PH15B005,72,U
1513459,-2.5149062,-45.0854597,15,PH15B005,123,U
1605577,-2.5144701,-45.0876185,15,PH15B005,24,U
1632281,-2.5145472,-45.0876255,15,PH15B005,27,U
1642826,-2.51626618,-45.08728022,15,PH15B005,92,U
1642829,-2.5162666,-45.0872781,15,PH15B005,54,U
1724078,-2.5148649,-45.085179,15,PH15B005,49,U
1739231,-2.5145718,-45.0874873,15,PH15B005,53,U
1787450,-2.5154452,-45.0852271,15,PH15B005,54,U
1865625,-2.5164316,-45.0870536,15,PH15B005,24,U
1883629,-2.5144773,-45.08756,15,PH15B005,23,U
1895759,-2.5155604,-45.0880403,15,PH15B005,29,U
1901909,-2.5156212,-45.0881198,15,PH15B005,45,U
1925956,-2.5162947,-45.0870719,15,PH15B005,37,U
1991878,-2.5166066,-45.08663,15,PH15B005,19,U
2004559,-2.51561629,-45.086961045,15,PH15B005,49,U
2043171,-2.5155347,-45.0882218,15,PH15B005,25,U
2062765,-2.5156646,-45.0870419,15,PH15B005,84,U
2134201,-2.5153581,-45.0851721,15,PH15B005,54,U
2137755,-2.51531502,-45.08834603,15,PH15B005,46,U
2137838,-2.5156184,-45.0871709,15,PH15B005,27,U
2262126,-2.5167717733,-45.0871763367,15,PH15B005,86,U
2469068,-2.5156632066,-45.0872429373,15,PH15B005,27,U
2469524,-2.51317318,-45.08537924,15,PH15B005,153,U
268992,-2.4459154,-45.0922412,26,PH26B005,132,R
268980,-2.4468668,-45.0946062,26,PH26B005,108,R
268976,-2.4475538,-45.094937,26,PH26B005,189,R
268977,-2.4458571,-45.0952233,26,PH26B005,103,R
268978,-2.447353,-45.094679,26,PH26B005,103,R
268979,-2.4471212,-45.0946899,26,PH26B005,53,R
268981,-2.4466296,-45.0945175,26,PH26B005,54,R
268982,-2.4464025,-45.0937292,26,PH26B005,143,R
268983,-2.4459027,-45.094183,26,PH26B005,92,R
268984,-2.4456553,-45.0940566,26,PH26B005,35,R
268985,-2.4455834,-45.0941813,26,PH26B005,28,R
268986,-2.445519395,-45.094037635,26,PH26B005,61,R
268987,-2.4452483,-45.0937905,26,PH26B005,88,R
268988,-2.4452518,-45.0942324,26,PH26B005,64,R
268989,-2.4450776,-45.0942561,26,PH26B005,109,R
268990,-2.4450451,-45.0938758,26,PH26B005,383,R
268991,-2.4450239,-45.0936943,26,PH26B005,28,R
1040560,-2.5160543,-45.0857448,15,PH15B005,26,U
1040561,-2.5156226,-45.0859448,15,PH15B005,59,U
1040562,-2.5146658,-45.0873339,15,PH15B005,39,U
1077229,-2.5159623,-45.0876286,15,PH15B005,27,U
1078629,-2.515742,-45.0879547,15,PH15B005,21,U
1086657,-2.5160102,-45.0874602,15,PH15B005,28,U
1098048,-2.5150992,-45.0868461,15,PH15B005,28,U
1131289,-2.5160156,-45.0865122,15,PH15B005,109,U
1133274,-2.5160666,-45.0872633,15,PH15B005,186,U
1139829,-2.5156919,-45.086353,15,PH15B005,52,U
1181721,-2.5149846,-45.0847769,15,PH15B005,22,U
1220737,-2.5145741,-45.0874841,15,PH15B005,18,U
1280059,-2.5155576,-45.0860677,15,PH15B005,138,U
1282329,-2.5155827,-45.0860275,15,PH15B005,32,U
1285557,-2.5157264,-45.0858269,15,PH15B005,38,U
1297046,-2.5156115,-45.0881658,15,PH15B005,29,U
1343298,-2.5155896,-45.088147,15,PH15B005,27,U
1369676,-2.5146161,-45.0873918,15,PH15B005,231,U
1370104,-2.5147741,-45.0854434,15,PH15B005,36,U
1377283,-2.51479,-45.0860324,15,PH15B005,121,U
1381534,-2.5147397333,-45.0872339,15,PH15B005,24,U
1413871,-2.5156977,-45.0859976,15,PH15B005,24,U
1506749,-2.5167828,-45.0863154,15,PH15B005,18,U
1509718,-2.5157889,-45.0877532,15,PH15B005,34,U
1516667,-2.5157058,-45.0854445,15,PH15B005,22,U
1542253,-2.5156784,-45.0854098,15,PH15B005,34,U
1546132,-2.514433,-45.0876676,15,PH15B005,24,U
1556185,-2.5166973,-45.0870424,15,PH15B005,31,U
1559385,-2.5152709,-45.0866373,15,PH15B005,63,U
1559387,-2.51528438,-45.08663481,15,PH15B005,62,U
1561118,-2.5147399,-45.0855844,15,PH15B005,59,U
1583795,-2.5156583,-45.08808,15,PH15B005,45,U
1597554,-2.5144723,-45.0876132,15,PH15B005,24,U
1599270,-2.515261,-45.0860905,15,PH15B005,26,U
1622122,-2.5159413271,-45.0864690093,15,PH15B005,41,U
1625955,-2.5166465,-45.0866182,15,PH15B005,28,U
1626868,-2.515277,-45.0864576,15,PH15B005,37,U
1656793,-2.5150528,-45.0869265,15,PH15B005,38,U
1687467,-2.5156654,-45.0880719,15,PH15B005,129,U
1717544,-2.5161933,-45.0873384,15,PH15B005,36,U
1722120,-2.5154877,-45.0883365,15,PH15B005,27,U
1793476,-2.514612,-45.0875359,15,PH15B005,75,U
1850351,-2.5157428,-45.0878118,15,PH15B005,44,U
1862982,-2.5152381,-45.0886011,15,PH15B005,41,U
1862995,-2.5168806,-45.0871873,15,PH15B005,24,U
1863428,-2.5152335,-45.0886035,15,PH15B005,26,U
1870338,-2.5151493,-45.0885881,15,PH15B005,26,U
1870778,-2.5168765,-45.0871881,15,PH15B005,81,U
1889829,-2.5143876,-45.0877429,15,PH15B005,37,U
1895473,-2.5149678,-45.0848713,15,PH15B005,52,U
1901433,-2.5149224,-45.0871189,15,PH15B005,39,U
1917554,-2.5144795,-45.0875346,15,PH15B005,28,U
1931202,-2.5149085,-45.0850787,15,PH15B005,154,U
1940127,-2.5156597,-45.0853998,15,PH15B005,66,U
1943358,-2.5155612,-45.0881998,15,PH15B005,54,U
1949604,-2.5156574912,-45.0853207296,15,PH15B005,27,U
1954096,-2.5152213,-45.0865097,15,PH15B005,55,U
1980033,-2.5153299,-45.088318,15,PH15B005,25,U
2040361,-2.5156461,-45.0868955,15,PH15B005,117,U
2044055,-2.5154807,-45.0882827,15,PH15B005,27,U
2044187,-2.5152056,-45.0885008,15,PH15B005,32,U
2052731,-2.5152798,-45.0866331,15,PH15B005,29,U
2067091,-2.5169403167,-45.0872882,15,PH15B005,38,U
2070638,-2.5156017,-45.0872346,15,PH15B005,55,U
2085840,-2.5147687,-45.0873142,15,PH15B005,28,U
2088719,-2.5153951,-45.0850269,15,PH15B005,41,U
2097341,-2.5152938,-45.0850449,15,PH15B005,30,U
2100085,-2.5154917,-45.0881582,15,PH15B005,26,U
2123522,-2.5155676,-45.088068,15,PH15B005,32,U
2123840,-2.5151855,-45.0885861,15,PH15B005,30,U
2131975,-2.5147701267,-45.08612013,15,PH15B005,25,U
2138623,-2.5150052,-45.0868566,15,PH15B005,42,U
2189187,-2.5160534167,-45.08666578,15,PH15B005,28,U
2251127,-2.51542456,-45.08817702,15,PH15B005,23,U
2251836,-2.51678079,-45.0872046433,15,PH15B005,43,U
2273717,-2.5163384067,-45.0859339467,15,PH15B005,36,U
2277788,-2.5148188,-45.0855292933,15,PH15B005,112,U
2280092,-2.5156826067,-45.0871827667,15,PH15B005,35,U
2301872,-2.51455656,-45.0875027,15,PH15B005,64,U
2325974,-2.51556602,-45.086980445,15,PH15B005,45,U
2327305,-2.515403355,-45.08830943,15,PH15B005,75,U
2346264,-2.515764855,-45.0870934,15,PH15B005,41,U
2387722,-2.5154502131,-45.0881744362,15,PH15B005,37,U
2418304,-2.51496663,-45.08692177,15,PH15B005,27,U
2462403,-2.5163214,-45.0872606,15,PH15B005,31,U
2462404,-2.5163214,-45.0872606,15,PH15B005,51,U
2462405,-2.5163214,-45.0872606,15,PH15B005,93,U
2462824,-2.5163214,-45.0872606,15,PH15B005,48,U
2462825,-2.5163214,-45.0872606,15,PH15B005,55,U
2462826,-2.5163214,-45.0872606,15,PH15B005,35,U
2462829,-2.5164720663,-45.0869737927,15,PH15B005,43,U
2462830,-2.5163214,-45.0872606,15,PH15B005,40,U
2467346,-2.5130712,-45.08568964,15,PH15B005,43,U
2467499,-2.51496385,-45.08558244,15,PH15B005,21,U
2472768,-2.5154699098,-45.0850913525,15,PH15B005,36,U
2491468,-2.5130634,-45.0855374,15,PH15B005,45,U
268541,-2.4569182,-45.0987963,26,PH26B005,60,R
268542,-2.4505452,-45.0938076,26,PH26B005,126,R
268543,-2.4504761,-45.0940303,26,PH26B005,86,R
268544,-2.44963982,-45.0939273633,26,PH26B005,119,R
268545,-2.448531,-45.0907366,26,PH26B005,51,R
268546,-2.4486653,-45.0907868,26,PH26B005,83,R
268547,-2.4484949,-45.0906012,26,PH26B005,85,R
268548,-2.4485083,-45.0905547,26,PH26B005,85,R
268549,-2.4484937,-45.0904624,26,PH26B005,72,R
